"inn"@;@"name"@;@"region_soato"@;@"district_soato"
"307453340"@;@BESQALA SHIMBAY MCHJ@;@"1735"@;@"1735240"
"306727158"@;@"""CENTRAL ASIA MOTORS CO"" MCHJ"@;@"1730"@;@"1730401"
"305120234"@;@"ООО ""XORAZM ROUZ KONSALTING"""@;@"1733"@;@
"310512021"@;@"""CLEAN WATER PRO"" OK"@;@"1726"@;@"1726277"
"300524035"@;@"OOO ""AGRI PARTS OSIYO"""@;@"1726"@;@
"200622992"@;@"OOO ""MISSURI"""@;@"1726"@;@
"311467045"@;@"OOO ""XIN FENG SHANG"""@;@"1726"@;@
"311329549"@;@"""ZIYOBEK777"" XK"@;@"1718"@;@"1718230"
"311751904"@;@"""AVANCITY"" MCHJ"@;@"1726"@;@"1726264"
"304947527"@;@"""ECOROM PVC"" MCHJ"@;@"1703"@;@"1703230"
"307849678"@;@"""MAXMUDJON SHAVKATJON FAYZI"" OK"@;@"1730"@;@"1730233"
"305971901"@;@"""ABDUVALIYEV NURMUXAMMAD NOQUL O`G`LI"" MCHJ"@;@"1708"@;@"1708204"
"306754229"@;@"""KESH SUG'DIYONA SHIRINLIKLARI"" OK"@;@"1710"@;@"1710245"
"305103967"@;@"""BOQIY QURILISH MAXSULOT"" MCHJ"@;@"1730"@;@"1730412"
"308990378"@;@"""TABIY BUTTER"" MCHJ"@;@"1727"@;@"1727248"
"308091744"@;@"OOO ""ARMONI GROUP TR-FB"""@;@"1726"@;@
"300916662"@;@"""ELEKTR PAYVANDCHI PLYUS"" XK"@;@"1706"@;@"1706401"
"306773649"@;@"""QIPCHOQLIK TOG`OYLAR"" OK"@;@"1733"@;@"1733204"
"305549317"@;@"""PARVINA SURXON"" MCHJ"@;@"1722"@;@"1722202"
"307367494"@;@"""QUANTUM OF SOLACE"" MCHJ"@;@"1726"@;@"1726283"
"311098402"@;@"""BOTIRSHER"" XK"@;@"1712"@;@"1712412"
"306834642"@;@"""XPO SOHIBKOR BUNYODKOR 2020"" MCHJ"@;@"1730"@;@"1730405"
"303328514"@;@"""SUPREME LEATHER"" MCHJ"@;@"1726"@;@"1726280"
"305282674"@;@"""AKKORD TASHKENT"" MCHJ XK"@;@"1726"@;@"1726280"
"310085174"@;@"""IMRONA ASL KELAJAK"" XK"@;@"1730"@;@"1730230"
"301680412"@;@"""ZARCHINNI MO`JIZASI"" XK"@;@"1730"@;@"1730224"
"306049985"@;@"""ROOM TERRA"" MCHJ"@;@"1727"@;@"1727407"
"305837963"@;@"""MADINA SHOXRUX-TEKSTIL"" MCHJ"@;@"1714"@;@"1714242"
"307512686"@;@"""SHOX FAYZ SALT"" MCHJ"@;@"1712"@;@"1712248501"
"304396589"@;@"""IDEAL KABEL"" XK"@;@"1730"@;@"1730221"
"307251316"@;@"OOO ""MELEK"""@;@"1718"@;@
"309663996"@;@"ООО ""YANGICHA TA?M"""@;@"1726"@;@
"306090050"@;@"""CARTEZ"" OK"@;@"1727"@;@"1727259"
"302170129"@;@"""URGUT CHINA CARTONS"" MCHJ"@;@"1718"@;@"1718236"
"302259577"@;@"OOO ""Garant Brok Logistics"""@;@"1703"@;@
"310726886"@;@"""AVARICH"" OK"@;@"1730"@;@"1730215"
"311006586"@;@"""DONG FANG SHI YE"" MCHJ XK"@;@"1726"@;@"1726264"
"205194178"@;@"""ZILOL-FAVVORA"" MCHJ"@;@"1727"@;@"1727404"
"303382164"@;@"""SALOMOV ALI NUR"" MCHJ"@;@"1726"@;@"1726266"
"310672267"@;@"""MEGA KORP"" MCHJ"@;@"1726"@;@"1726290"
"302372944"@;@"""MARSEL-METALL-MEBEL"" MCHJ"@;@"1722"@;@"1722401"
"310977321"@;@"OOO ""TANK AVTO"""@;@"1726"@;@
"306055077"@;@OOO VIEANY@;@"1726"@;@
"300787302"@;@"""UMID-LOBAR"" XK"@;@"1712"@;@"1712412"
"305157354"@;@"""PULSANTEKS"" MCHJ"@;@"1726"@;@"1726277"
"303773334"@;@"""RUSLAN MEBEL XOJELI"" OK"@;@"1735"@;@"1735236"
"307090311"@;@"""METAL-STAR-LUX"" OK"@;@"1703"@;@"1703401"
"311541104"@;@"""MOYNAQ HOUSE"" MCHJ"@;@"1735"@;@"1735222"
"306052524"@;@"ЧП ""Ayubxon Yusufxon Javohir"""@;@"1730"@;@
"308894852"@;@"ООО ""KOMPYUTER PRO MAX"""@;@"1726"@;@
"307708630"@;@"""SHUKRONA MEBELLAR 1010"" OK"@;@"1730"@;@"1730224"
"302238112"@;@"ЧП ""KLIMATHOUSE"""@;@"1726"@;@
"306135981"@;@"ЧП "" Bohemiya"""@;@"1726"@;@
"307114137"@;@"""ASL-BREND"" XK"@;@"1726"@;@"1726269"
"310657814"@;@"ООО ""NIHOL BIOTIC"""@;@"1703"@;@
"309738054"@;@"ООО ""VENOL OIL"""@;@"1726"@;@
"301435841"@;@"""MEBEL XAMKOR SERVIS"" OK"@;@"1726"@;@"1726294"
"309434039"@;@"ООО ""NAPRAM"""@;@"1726"@;@
"311937994"@;@"""FUTURE GREEN ENERGY 777"" MCHJ"@;@"1730"@;@"1730238"
"311583994"@;@"""KARAVAN BULIDING"" MCHJ"@;@"1710"@;@"1710242"
"308497174"@;@"""OKSFARM"" MCHJ"@;@"1733"@;@"1733236"
"310190163"@;@"ООО ""QOYCHILIK AGRO-TAMINOT"""@;@"1730"@;@
"301618676"@;@"""JOZIBA YAYPAN MEBEL"" XK"@;@"1730"@;@"1730230"
"311395175"@;@"""CRYSTAL GREAT"" MCHJ"@;@"1710"@;@"1710207"
"309257599"@;@"""BOYSUN MUBINABONU ASL SIFAT"" OK"@;@"1722"@;@"1722204"
"308421284"@;@"""XUMOYUNBEY NUR"" OK"@;@"1718"@;@"1718236"
"303493611"@;@"""YASHIN SANOAT SAVDO HARID"" XK"@;@"1714"@;@"1714401"
"310488542"@;@"""RIZO STRONG MEBEL"" MCHJ"@;@"1703"@;@"1703217"
"305771271"@;@"ООО ""FALCONS SKY"""@;@"1726"@;@
"301945405"@;@"""SARALANGAN CHAQIQ TOSH"" MCHJ"@;@"1706"@;@"1706215"
"304445154"@;@"""ASR SUPER FAYZ"" MCHJ"@;@"1708"@;@"1708401"
"303115383"@;@"""PIRAMIDA BRUSCHATKA SERVIS"" XK"@;@"1712"@;@"1712216"
"306113234"@;@"""STROY BLOK"" OK"@;@"1730"@;@"1730209"
"308748004"@;@"""NEST- MED-TECH"" MCHJ"@;@"1726"@;@"1726292"
"302435484"@;@"""ASAKA KO`ZGU"" XK"@;@"1703"@;@"1703224"
"309082762"@;@"""YAKUBOVICH TEKSTIL"" MCHJ"@;@"1730"@;@"1730412"
"303747340"@;@"Фермерское хозяйство ""DAVLAT-DAVRON AGRO"""@;@"1730"@;@
"303988825"@;@"""GARNITUR NAV MEBEL"" MCHJ"@;@"1718"@;@"1718233"
"310938685"@;@"""DIYORA-SHOHISTA"" MCHJ"@;@"1735"@;@"1735204"
"309957581"@;@"""AMON MAHMUD"" MCHJ"@;@"1706"@;@"1706215"
"311460317"@;@"OOO ""LONGFEI"""@;@"1727"@;@
"204642768"@;@"""ZARAFSHON-SAVDO"" MCHJ"@;@"1712"@;@"1712408"
"310847507"@;@"""ISSIQ NON MARKET"" OK"@;@"1718"@;@"1718406"
"307668943"@;@"""MEZOLIT"" MCHJ"@;@"1726"@;@"1726290"
"302188634"@;@"""BUNYODKOR KAFOLAT SERVIS"" MCHJ"@;@"1710"@;@"1710401"
"308570931"@;@"""SALAWAT ORAZ"" OK"@;@"1735"@;@"1735243"
"306136964"@;@"""XOJELI SARBINAZ BUSINESS"" OK"@;@"1735"@;@"1735236"
"306597804"@;@"""MERCATO MIO"" MCHJ"@;@"1726"@;@"1726266"
"309186498"@;@"""RAQAMLI LOYIHALAR"" MCHJ"@;@"1726"@;@"1726287"
"207163071"@;@OOO ''TRUST TIRES''@;@"1726"@;@
"300452008"@;@"""BML GROUP"" MCHJ"@;@"1726"@;@"1726292"
"302242117"@;@"""GULCHIROY MOHIR TIKUVCHI"" MCHJ"@;@"1724"@;@"1724401"
"310315210"@;@"OOO ""LE-MANS-GROUP"""@;@"1726"@;@
"200218988"@;@"""ANDIJONIRMASH"" MCHJ"@;@"1703"@;@"1703401"
"201213836"@;@"""SAMARQAND SHAHAR 2-SON TU`RUQXONASI"""@;@"1718"@;@"1718401"
"311303368"@;@"""RUSTAM PLAST GROUP"" MCHJ"@;@"1714"@;@"1714229"
"302331211"@;@"""QARSHI TENOR"" XK"@;@"1710"@;@"1710224"
"307042536"@;@"""UMRBEK-INDIRA"" OK"@;@"1733"@;@"1733236"
"205275187"@;@"""QIZILTEPA ULGURJI CHAKANA SAVDO"" MCHJ"@;@"1712"@;@"1712216"
"303220870"@;@"""MIRSHARIF BEGZOD INVEST"" MCHJ"@;@"1706"@;@"1706240"
"301653627"@;@"""QASHQADARYO YULCHILARI"" MCHJ"@;@"1710"@;@"1710245"
"310616682"@;@"""KAMRONBEK IFORABONU CONSTRUCTION "" OK"@;@"1727"@;@"1727206"
"302683225"@;@"""E`ZOZA AL-MADAD"" MCHJ XK"@;@"1727"@;@"1727249"
"306859380"@;@"ООО ""SILKWAY TOUR SERVICES"""@;@"1718"@;@
"310389174"@;@"""BLESSED NON VA PATIR "" MCHJ"@;@"1712"@;@"1712401"
"306574215"@;@"""NURATA SHEBEN"" MCHJ"@;@"1712"@;@"1712238"
"306663563"@;@"ООО ""AURUM DOORS"""@;@"1726"@;@
"303232999"@;@"""KOKAND TRUST SERVICE"" MCHJ"@;@"1730"@;@"1730236"
"311370319"@;@ООО INTRABAU@;@"1727"@;@
"307006674"@;@"OOO ""OLYMPIC SALES"""@;@"1726"@;@
"207093674"@;@"""SANO TECHNOLOGY"" MCHJ"@;@"1726"@;@"1726273"
"310114968"@;@"""TEMURBEK VA JALOLIDDIN"" MCHJ"@;@"1724"@;@"1724212"
"301376361"@;@"""MUNAVVAR NUR BARAKA"" XK"@;@"1718"@;@"1718401"
"306436472"@;@"OOO ""RECHNER"""@;@"1726"@;@
"305468655"@;@"""XOJIAKBAR-MEGA QURILISH"" MCHJ"@;@"1722"@;@"1722210"
"200547208"@;@"ООО ""Elkabsavdo"""@;@"1726"@;@
"308769911"@;@"""ELXAJ STILE"" MCHJ"@;@"1703"@;@"1703209"
"311242714"@;@"""LOBAR ATELIYA"" ICHK"@;@"1710"@;@"1710212"
"310940874"@;@"ООО ""FARXOD FAXRIDDIN LOGISTIK"""@;@"1733"@;@
"304880177"@;@"""SEAN SPORT BUILDING"" XK"@;@"1726"@;@"1726290"
"305613640"@;@"""POLIMER PLYONKA"" XK"@;@"1726"@;@"1726280"
"305765849"@;@OOO YURTIM ZIYOSI-2@;@"1714"@;@
"201138644"@;@"""NEW YORK CENTER CO"" MCHJ XK"@;@"1727"@;@"1727248"
"302945032"@;@"""BEST BUY AND SELL"" MCHJ"@;@"1726"@;@"1726287"
"307111290"@;@"""QURILISH HAMKOR BIZNES OMADI"" MCHJ"@;@"1703"@;@"1703211"
"309687809"@;@"OOO ""BAXODIR IMPORTI EXPORTI"""@;@"1730"@;@
"304916106"@;@"""MARKIZA"" MCHJ"@;@"1706"@;@"1706401"
"204754747"@;@"ООО ""VOSTOK FARM"""@;@"1714"@;@
"303379206"@;@"""ART METALL MEBEL"""@;@"1718"@;@"1718401"
"302903227"@;@"""QIZILTEPA CHARM POYABZAL"" MCHJ"@;@"1712"@;@"1712216"
"305716496"@;@"OOO ""SILK WAY SNAB"""@;@"1726"@;@
"308807475"@;@"""BUVAYDA SUMKALARI"" XK"@;@"1730"@;@"1730212"
"309348944"@;@"""NSX TEMIRCHI XIZMATI"" XK"@;@"1718"@;@"1718236"
"310638362"@;@"""MALIKA BAXOROY NIYATLARI"" OK"@;@"1724"@;@"1724212"
"302151451"@;@"""GREENCODE LAZER"" MCHJ"@;@"1726"@;@"1726287"
"302374593"@;@"""RISE SERVICE"" MCHJ"@;@"1727"@;@"1727237"
"309352236"@;@"""SARSUVDAR"" MCHJ"@;@"1714"@;@"1714219"
"311429724"@;@"""WHITI TEXTURE"" MCHJ"@;@"1726"@;@"1726283"
"303390234"@;@"""ART GRAND MEBEL"" XK"@;@"1726"@;@"1726277"
"310950094"@;@"""ODIL MEBELLARI"" MCHJ"@;@"1710"@;@"1710250"
"310201614"@;@"ООО ""COMFORT SUNPOWER"""@;@"1726"@;@
"302049363"@;@"""FAROVON-GULISTON"" MCHJ"@;@"1724"@;@"1724220"
"301048168"@;@"""METAL XORAZM"" XK"@;@"1733"@;@"1733401"
"306702632"@;@"OOO ""GRAPPO"""@;@"1726"@;@
"311368571"@;@"""UYCHI MUSTAHKAM TAMINOT"" MCHJ"@;@"1714"@;@"1714229"
"305609691"@;@"ЧП ""RUSDOORS"""@;@"1726"@;@
"305933536"@;@"""ABROR ASILFAYZ"" XK"@;@"1722"@;@"1722214"
"303488671"@;@"""SAMARKAND BEAUTY SOAP"" MCHJ"@;@"1718"@;@"1718401"
"303018495"@;@"""SARDOR CHORVA RIVOJ"" MCHJ"@;@"1710"@;@"1710229"
"306834982"@;@"""ARONA ECO TEX"" MCHJ"@;@"1714"@;@"1714234"
"303244990"@;@"""BULUNGUR SHOXJOXONBEK OSIYO"" MCHJ"@;@"1718"@;@"1718206"
"311259952"@;@"""PROSTROY ART"" MCHJ"@;@"1726"@;@"1726262"
"311073727"@;@"""GUARD TECH"" MCHJ"@;@"1714"@;@"1714401"
"310503254"@;@"""AXMAD XON ZIYO "" MCHJ"@;@"1718"@;@"1718212"
"303300122"@;@"""BEST PORCELAIN"" MCHJ"@;@"1726"@;@"1726266"
"305147144"@;@"ФХ ""MIRZOBOBO ORZUSI"""@;@"1712"@;@
"306912173"@;@"""APK BEKABOD"" MCHJ"@;@"1727"@;@"1727220"
"308779954"@;@"""DIASINVEST"" MCHJ"@;@"1726"@;@"1726287"
"304859841"@;@"""YAKUBOVICH  PRODUCTS"" MCHJ"@;@"1718"@;@"1718227"
"302793904"@;@"""GRAND - MIX"" MCHJ"@;@"1708"@;@"1708401"
"308250578"@;@"""EVROZABOR SERVICE"" MCHJ"@;@"1726"@;@"1726262"
"203480955"@;@"""INSAP"" MCHJ"@;@"1735"@;@"1735401"
"309524076"@;@"""NAFIS MATO OQ PAXTA"" MCHJ"@;@"1706"@;@"1706215"
"311510134"@;@"OOO ""YAMETEKUDASAI GROUP"""@;@"1726"@;@
"204809329"@;@"""NIKON-PRINT"" XK"@;@"1726"@;@"1726280"
"302996849"@;@"""MED PLAST SERVICE"" XK"@;@"1726"@;@"1726280"
"311277875"@;@"""ENERGY CHINA FERGANA BATTERY ENERGY STORAGE SYSTEM"" MCHJ XK"@;@"1730"@;@"1730230"
"310083224"@;@"ООО ""LIDER DOS AMIGOS"""@;@"1730"@;@
"301692469"@;@"""OYBEK SHOXRUX"" XK"@;@"1733"@;@"1733406"
"304567224"@;@"""CUPCAKE"" OK"@;@"1708"@;@"1708401"
"308789451"@;@"""ZARIPOV NODIRBEK NURADDINOVICH"" XK"@;@"1733"@;@"1733223"
"310718040"@;@"""MEBELIER GROUP"" MCHJ"@;@"1703"@;@"1703202"
"310803695"@;@"""FERGANA RICH BUILDER"" MCHJ"@;@"1726"@;@"1726262"
"309788064"@;@"ООО ""STABEX SERVIS LOGISTIC"""@;@"1726"@;@
"300406331"@;@"""RUSSKIY LES"" MCHJ"@;@"1726"@;@"1726269"
"308562592"@;@"""SERJILO OLTINSOY"" OK"@;@"1708"@;@"1708220"
"201224015"@;@"""SUVMAXSUSTA`MIR"" MCHJ"@;@"1726"@;@"1726264"
"302226017"@;@"""NARVIN STROY INVEST"" MCHJ"@;@"1727"@;@"1727250"
"306233987"@;@"ООО ""DAVR ART POLIMER"""@;@"1714"@;@
"309963512"@;@"""SHARQ AZIYA SANOAT"" MCHJ"@;@"1714"@;@"1714401"
"206988525"@;@"""PECHATI TYT"" XK"@;@"1726"@;@"1726273"
"307340309"@;@"""BOYSUN AFRUZBEK"" OK"@;@"1722"@;@"1722204"
"309397891"@;@"""SIMPLE-MED"" MCHJ"@;@"1730"@;@"1730227"
"306548641"@;@"""QORABEKOVLAR BIRLIGI"" MCHJ"@;@"1724"@;@"1724226"
"311641272"@;@"ООО ""ALISHAX LOGISTIKA"""@;@"1718"@;@
"305505695"@;@"ООО ""ZARETEX"""@;@"1726"@;@
"305882695"@;@"""MUSTAXKAM G`ISHT"" OK"@;@"1730"@;@"1730236"
"200162387"@;@"""BUVAYDA KO'ZGUSI RO'ZNOMASI"""@;@"1730"@;@"1730212"
"301840838"@;@"""KENG TANLOV"" XK"@;@"1726"@;@"1726280"
"305257886"@;@"""UCHTEPA-BARAKA NUR"" MCHJ"@;@"1727"@;@"1727404"
"312031334"@;@"""DEREVO"" MCHJ"@;@"1712"@;@"1712234"
"310752809"@;@"""HALVA"" MCHJ"@;@"1726"@;@"1726273"
"305583996"@;@"""LAZOKATXON TRANS"" MCHJ"@;@"1714"@;@
"306407491"@;@"""E'ZOZA ECO NUR"" OK"@;@"1718"@;@"1718238"
"303925032"@;@"""SOF METALL STANDART SAVDO"" MCHJ"@;@"1714"@;@"1714401367"
"303029370"@;@"""IZZAT INVEST"" OK"@;@"1726"@;@"1726262"
"308071341"@;@"""GOLD- PROFF"" MCHJ"@;@"1706"@;@"1706215"
"301106854"@;@"""GAYBU SANTEX MONTAJ"" XK"@;@"1733"@;@"1733401"
"305498888"@;@"""UZBEK-CHINA CONSULT"" MCHJ"@;@"1730"@;@"1730401"
"309617269"@;@"""BARAKA-SHOP-BUSINES"" MCHJ"@;@"1726"@;@"1726280"
"201453048"@;@"""SHER-AZ-TEXNO"" MCHJ"@;@"1726"@;@"1726266"
"309351712"@;@"""ISPARON AGRO TOMORQA"" MCHJ"@;@"1714"@;@"1714207"
"311429162"@;@"OOO ""WHOLESOME FOODS"""@;@"1726"@;@
"307228611"@;@"""EVRO TBM"" MCHJ"@;@"1718"@;@"1718203"
"300800894"@;@"""GREN DAALE INVEST"" MCHJ"@;@"1730"@;@"1730224"
"206075546"@;@"""CHUST OLTIN TOSHLARI"""@;@"1714"@;@"1714237"
"310894014"@;@"ООО ""AMIRXON SMART SERVIS BUKHARA"""@;@"1706"@;@
"310787075"@;@"""XONQA IDEAL MATO"" XK"@;@"1733"@;@"1733223"
"302464537"@;@"""MUXLISA ISLOMBEK ILYOSBEK"" MCHJ"@;@"1703"@;@"1703227"
"302540728"@;@"""NEW STAR BICYCLE"" XK"@;@"1730"@;@"1730236"
"207158322"@;@NORMET INTERNATIONAL LTD ПРЕДСТАВИТЕЛЬСТВО@;@"1700"@;@
"305841951"@;@"OOO ""UNIVERSAL DIZAYN"""@;@"1726"@;@
"305330718"@;@"ООО ""МУХАММАДАЗИЗ ЭКСПОРТ-ИМПОРТ"""@;@"1730"@;@
"305992424"@;@"""LIDER DIYORA"" XK"@;@"1710"@;@"1710212"
"301539538"@;@"""KIFTIOB KUMUSH PILLA"" MCHJ"@;@"1726"@;@"1726287"
"204082967"@;@"""MA`MURA-DILAFRUZ"" XK"@;@"1724"@;@"1724401"
"306133336"@;@"""JOMBOY MEBELLAR UYI"" MCHJ"@;@"1718"@;@"1718209"
"305157837"@;@"""AZIZA SHIRIN DUNYO"" OK"@;@"1733"@;@"1733217"
"308727418"@;@"""SHO'RCHI-ODIL-MEBEL"" XK"@;@"1722"@;@"1722226"
"309978643"@;@"""XIDIROV OGABEK OMAD"" MCHJ"@;@"1727"@;@"1727220"
"305283333"@;@"""LUX TEX"" MCHJ"@;@"1726"@;@"1726290"
"310474323"@;@OOO ERKIN BOBO TRANSPORT SERVICE@;@"1706"@;@
"307024082"@;@"""OSCAR MEBEL TAMORQA XIZMATLARI"" MCHJ"@;@"1733"@;@"1733212"
"307209706"@;@"""TEMURBEK 5555"" MCHJ"@;@"1730"@;@"1730218"
"301557064"@;@"""IFTIXOR BAHOR YOG`DUSI"" MCHJ"@;@"1706"@;@"1706215"
"308441498"@;@"""BILLUR QUARTZ"" MCHJ"@;@"1718"@;@"1718235"
"203785384"@;@"""BAXROM BOBO"" ФХ"@;@"1726"@;@
"307030789"@;@"""ISMOILJON-IKROMJON SERVIS"" MCHJ"@;@"1714"@;@"1714216"
"309783404"@;@"ООО ""GORNO-RUDNIE TEHNOLOGII CA"""@;@"1727"@;@
"310862814"@;@"""SHAXRIZODA ASILBEK NONLARI"" OK"@;@"1706"@;@"1706232"
"309836162"@;@"""XASAN-ZUXRO 777"" OK"@;@"1718"@;@"1718233"
"309537352"@;@"""FLEKSIN"" MCHJ"@;@"1726"@;@"1726264"
"311540335"@;@"""ASILAXON 15"" XK"@;@"1730"@;@"1730209"
"304879058"@;@"""POP MEGA STROY"" MCHJ"@;@"1714"@;@"1714219"
"310007332"@;@"""AXUS LAB TECHNOLOGY"" MCHJ"@;@"1726"@;@"1726294"
"206267149"@;@"""SUXROB BUXORIY"" MCHJ"@;@"1706"@;@"1706401"
"309052016"@;@"""SHUKRONA BUNYOD INVEST TRADE"" MCHJ"@;@"1714"@;@"1714234"
"310272495"@;@"""VERMICULIT AMUDARYO"" MCHJ"@;@"1735"@;@"1735204"
"310156124"@;@OOO TEC ABRA LOGISTICS@;@"1726"@;@
"306264854"@;@"""QUVONCHBEK-ASILA"" XK"@;@"1722"@;@"1722215"
"309092584"@;@ООО РОУТАХТ MEDTECH PLUS@;@"1727"@;@
"302579464"@;@"""NANO PROFI"" MCHJ"@;@"1726"@;@"1726283"
"304823903"@;@"""TOSHRANGMETZAVOD TOOLS"" MCHJ"@;@"1726"@;@"1726269"
"304948920"@;@"""GGB GAZOBETON GAGARIN "" MCHJ"@;@"1708"@;@"1708223"
"307207470"@;@"""MUNIS MEBEL 777"" OK"@;@"1718"@;@"1718233"
"308094795"@;@"СП ""ZTTECH COMPUTER"""@;@"1726"@;@
"306445027"@;@"ООО ""IMPORT VISTA"""@;@"1726"@;@
"311147300"@;@"ООО  ""BUXARA IMPORT EKSPORT PRODUKT"""@;@"1706"@;@
"306011646"@;@"""NURAFSHON TEMIR BETON  MAXSULOTLARI"" MCHJ"@;@"1727"@;@"1727401"
"304917151"@;@"""SAPSAN"" MCHJ"@;@"1726"@;@"1726280"
"310347757"@;@"""SHO'ROQYER QURILISH KELAJAGI"" OK"@;@"1730"@;@"1730209"
"305687573"@;@"""MEHRNIGOR"" OK"@;@"1726"@;@"1726283"
"310836171"@;@"ООО ""SAAB TRADE INVESTING"""@;@"1726"@;@
"308577240"@;@"""MB METALLON"" MCHJ"@;@"1714"@;@"1714401365"
"300305932"@;@"Ф/Х ""ISHKOMLI XAMKOR"""@;@"1703"@;@
"310127341"@;@"NSM ""SMART-CONTRACT"""@;@"1726"@;@
"205450437"@;@"""JAZZ BROKING SERVIS"" MCHJ"@;@"1727"@;@"1727233"
"207258094"@;@"""ERIELL Oilfield Services Middle East DMCC"" ПУ Муйнак"@;@"1735"@;@
"310404733"@;@"""STROY LIC SENTR"" MCHJ"@;@"1733"@;@"1733212"
"310439619"@;@"""JAHONGIR G'IJDUVON KABOBI"" XK"@;@"1712"@;@"1712408"
"306861523"@;@"""OZODA XULKAR SHODIYEVALAR"" OK"@;@"1718"@;@"1718227"
"307487385"@;@"""BAXTIYOR AZIYA METAL"" XK"@;@"1712"@;@"1712251"
"311505639"@;@"""SIFAT METAL ROMLARI"" MCHJ"@;@"1727"@;@"1727224"
"301418126"@;@"""VERMISTROY-SERVIS"" MCHJ"@;@"1730"@;@"1730405"
"309251100"@;@"OOO ""JAMSHID MOXINA XILOLA"""@;@"1706"@;@
"201207257"@;@"OOO ""SHOHRUH MIRAHMAD"""@;@"1726"@;@
"310347187"@;@"""IKROM MEGA-BLOK"" MCHJ"@;@"1722"@;@"1722214"
"200508760"@;@"""S-PRINT"" XK"@;@"1726"@;@"1726269"
"308634146"@;@"""MASHXUR YOZYOVON MEBEL"" MCHJ"@;@"1730"@;@"1730242"
"308337254"@;@"""ISMOILOV MIRMUHSIN"" MCHJ"@;@"1714"@;@"1714236"
"306053816"@;@"Семейное предприятие ""INTER FISH"""@;@"1726"@;@
"300524534"@;@"""NURAFSHON-NUR"" XK"@;@"1726"@;@"1726294"
"310765886"@;@"OOO ""MENGJIE MOTORS"""@;@"1726"@;@
"306562619"@;@"OOO ""MAXSUD-ROBIYA"""@;@"1703"@;@
"305532917"@;@"""MAXSUS QURILISH ENGINEERING"" MCHJ"@;@"1726"@;@"1726290"
"201568537"@;@"""MEZON"" XK"@;@"1733"@;@"1733401"
"300674902"@;@"""PULAT MIRAKLE FURNITURE"" MCHJ"@;@"1726"@;@"1726283"
"306838107"@;@"""MUHAMMAD BEST OIL"" MCHJ"@;@"1718"@;@"1718212"
"309050271"@;@"""AZIZ TEXTILE"" MCHJ"@;@"1706"@;@"1706401"
"300409913"@;@"""SOXIBI XIMMAT"" MCHJ"@;@"1714"@;@"1714207"
"204818713"@;@"""DIYOR SAVDO QURILISH"" MCHJ"@;@"1714"@;@"1714401367"
"306362234"@;@"""XONOBOD OQ AYIG"" MCHJ"@;@"1703"@;@"1703408"
"303058368"@;@"""CARBON GROUP"" MCHJ"@;@"1726"@;@"1726280"
"201549686"@;@MUZRAF XK@;@"1727"@;@"1727253"
"302796851"@;@"""GREEN LINE SUCCESS"" MCHJ"@;@"1727"@;@"1727419"
"309155346"@;@"""BARNO SHOXSULAYMON"" OK"@;@"1733"@;@"1733226"
"311327488"@;@"""BASITO INVEST"" MCHJ"@;@"1730"@;@"1730236"
"311531464"@;@"""AZIYA PROPAN BALLONS"" MCHJ"@;@"1730"@;@"1730230"
"307904729"@;@ООО YASIN ALI TEX@;@"1714"@;@
"200849020"@;@"""PRINT"" MCHJ"@;@"1726"@;@"1726273"
"304559004"@;@"""FREE STYLE CONSTRUCTION"" MCHJ"@;@"1726"@;@"1726264"
"207340643"@;@"ПРЕДСТАВИТЕЛЬСТВО ""ТЕРМОКУЛ УЗБЕКИСТАН"" в РЕСПУБЛИКИ УЗБЕКИСТАН"@;@"1708"@;@
"301083600"@;@"""ALP - MARVARID"" MCHJ"@;@"1708"@;@"1708212"
"302295383"@;@"""KAPITAL TA`MIR QURULISH GIPS"" MCHJ"@;@"1730"@;@"1730405"
"310762677"@;@"""MYU LIDER-TADBIRKOR"" MCHJ"@;@"1722"@;@"1722220"
"306615850"@;@"""DREAM STROY PRODUCTS"" MCHJ"@;@"1708"@;@"1708401"
"307388263"@;@"OOO ""BRR ART WALLCOVERINGS"""@;@"1726"@;@
"305062814"@;@"""BAXTIYOR MASTER PLAST"" MCHJ"@;@"1726"@;@"1726290"
"310930389"@;@"""MAR EKOZAMIN"" MCHJ"@;@"1726"@;@"1726273"
"305079094"@;@"""YORQIN XURSHID TEKSTIL"" XK"@;@"1706"@;@"1706215"
"305007974"@;@"""NAMANGAN VILOYATI HUJJATLARNI ILMIY TEXNIKAVIY QAYTA ISHLASH ARXIVI"" MCHJ"@;@"1714"@;@"1714401"
"310864842"@;@"""BIRLIKEKSPORT"" MCHJ"@;@"1708"@;@"1708228"
"205884918"@;@"Представительство ""ASTAS"""@;@"1726"@;@
"309065348"@;@"""MERGAN IRRIGATION SYSTEMS"" MCHJ"@;@"1706"@;@"1706230"
"311633844"@;@"ООО ""NEXUS SUPPLY"""@;@"1726"@;@
"306121636"@;@"OOO "" QOSIMZODA TUYCHI """@;@"1706"@;@
"306293652"@;@"ООО ""DOKTOR J DIOGNOSTIKA"""@;@"1718"@;@
"309962363"@;@"""ELKOM PRESS"" MCHJ"@;@"1727"@;@"1727237"
"304670533"@;@"""SALIYEV ZAFAR SERVIS"" OK"@;@"1718"@;@"1718212"
"309783451"@;@"ООО ""BSN-PRO"""@;@"1726"@;@
"300522932"@;@"""STIMUL-NAVOIY"" MCHJ"@;@"1712"@;@"1712401"
