"certificate_number"@;@"inn"@;@"product_name"@;@"tnved_code"@;@"localization_rate"@;@"enkt_code"@;@"manufacture_power_yearly"@;@"unit_type_name"
"612050012101"@;@"306005264"@;@ЛДСПдан ясалган президиум столи 1400x750x450@;@"9403301900"@;@92,16@;@"31.01.12.110-00006"@;@62 400@;@шт
"639050069702"@;@"303287463"@;@Крейцкопф штоги@;@"8431430000"@;@86@;@"28.92.61.110-00002"@;@4 000@;@шт.
"639050069701"@;@"303287463"@;@Гильза@;@"8431430000"@;@36@;@"28.92.61.110-00018"@;@4 000@;@шт.
"639050069601"@;@"303287463"@;@Патрон@;@"8431430000"@;@84@;@"25.73.60.120-00004"@;@1 500@;@шт
"608050028901"@;@"305734024"@;@Гранит бордюр (100х150х1000 мм)@;@"6801000000"@;@100@;@"23.99.19.190-00020"@;@500 000@;@м
"639050069502"@;@"303287463"@;@Тушириш ва котариш операцияларини бажариш бошчаси@;@"8431430000"@;@67@;@"25.73.60.120-00018"@;@3 000@;@шт.
"639050069501"@;@"303287463"@;@Ўтказувчи@;@"8431430000"@;@39@;@"25.73.60.120-00011"@;@1 500@;@шт.
"632050013001"@;@"312101698"@;@Специальная обувь с верхом из кожи с защитным металлическим подноском М-2@;@"6403400000"@;@51@;@"15.20.32.122-00001"@;@168 000@;@пар
"610050028501"@;@"312286064"@;@Йиғма металл будка@;@"9406909009"@;@33,1@;@"25.11.10.000-00001"@;@600@;@кв. метр
"639050069306"@;@"303287463"@;@Бургулаш кувурлар калити@;@"8431430000"@;@50@;@"28.92.12.130-00012"@;@2 000@;@шт.
"639050069305"@;@"303287463"@;@Бургулаш кувурлар калити@;@"8431430000"@;@47@;@"28.92.12.130-00012"@;@2 000@;@шт.
"639050069304"@;@"303287463"@;@Бургулаш кувурлар калити@;@"8431430000"@;@71@;@"28.92.12.130-00012"@;@2 000@;@шт.
"639050069303"@;@"303287463"@;@Бургулаш кувурлар калити@;@"8431430000"@;@53@;@"28.92.12.130-00012"@;@2 000@;@шт.
"639050069302"@;@"303287463"@;@Бургулаш кувурлар калити@;@"8431430000"@;@50@;@"28.92.12.130-00012"@;@2 000@;@шт.
"639050069301"@;@"303287463"@;@Бургулаш кувурлар калити@;@"8431430000"@;@71@;@"28.92.12.130-00012"@;@2 000@;@шт.
"603050036601"@;@"206276328"@;@Стол тенниси тўри@;@"9506999000"@;@63,08@;@"32.30.15.115-00003"@;@500@;@шт
"610050024602"@;@"306636857"@;@Силлиқланган болакланган нўхат@;@"0713200000"@;@100@;@"01.11.75.110-00001"@;@18 900@;@кг
"632050012501"@;@"302307191"@;@ТКАНЬ ДЛЯ ЖАЛЮЗИ@;@"5803009000"@;@21@;@"13.92.22.120-00001"@;@2 000 000@;@кв. метр
"614050010201"@;@"304288840"@;@Astarli polipropilen qoplar (triqotaj emas)@;@"6305339000"@;@38@;@"22.22.11.000-00004"@;@6 000 000@;@шт
"606050008302"@;@"312813800"@;@Ёстиқ пахтали@;@"9404908000"@;@98@;@"13.92.24.140-00001"@;@500@;@шт
"609050008301"@;@"207057504"@;@Гидрокортизон ацетат инекция учун 2,5% суспензия 2мл №10@;@"3004320008"@;@72,48@;@"21.20.28.142-00002"@;@700 000@;@упак.
"610050024601"@;@"306636857"@;@Силлиқланган нўхат@;@"0713200000"@;@100@;@"01.11.75.110-00001"@;@18 900@;@кг
"606050008003"@;@"312180388"@;@Пахтали чойшаб, кўрпа@;@"9404400009"@;@75@;@"13.92.29.190-00002"@;@3 000@;@шт
"606050008002"@;@"312180388"@;@Кўрпача пахтали@;@"9404400009"@;@67@;@"13.92.11.110-00002"@;@3 000@;@шт
"606050008001"@;@"312180388"@;@Кўрпа пахтали@;@"9404400009"@;@68@;@"13.92.11.110-00001"@;@3 000@;@шт
"606050007903"@;@"312180388"@;@Ёстиқ пахтали@;@"9404908000"@;@54@;@"13.92.24.140-00001"@;@3 000@;@шт
"606050007902"@;@"312180388"@;@Пахтали матрас устига солинадиган жилд@;@"9404908000"@;@63@;@"13.92.29.190-00001"@;@3 000@;@шт
"609050043502"@;@"200058658"@;@ЛДСП дан тайёрланган ётоқхона мебеллар тўплами (икки ўринли каравот - 1 дона, тумба - 2 дона, шкаф - 1 дона, трюмо - 1 дона)@;@"9403500000"@;@85,23@;@"31.09.12.125-00002"@;@800@;@комп
"606050007901"@;@"312180388"@;@Каравот учун тўшак пахтали@;@"9404908000"@;@60@;@"13.92.11.110-00003"@;@3 000@;@шт
"606050007709"@;@"312180388"@;@Ётаржой буюмлари (чойшаб, курпа-тушак жилди, ёстик жилд)  (100% пахта толали мато)@;@"6302210000"@;@93@;@"13.92.12.169-00001"@;@3 000@;@комплект
"606050007708"@;@"312180388"@;@Юмшоқ чойшаб буюмлари  (чойшаб, курпа-тушак жилди, ёстик жилд)  (100% пахта толали мато)@;@"6302210000"@;@93@;@"13.92.24.119-00001"@;@3 000@;@комплект
"606050007707"@;@"312180388"@;@Тиббий кўрпа-тўшак чойшаби  (100% пахта толали мато)@;@"6302210000"@;@92@;@"13.92.12.194-00002"@;@3 000@;@шт
"606050007706"@;@"312180388"@;@Тиббий чойшаб  (100% пахта толали мато)@;@"6302210000"@;@92@;@"13.92.12.161-00001"@;@3 000@;@шт
"606050007705"@;@"312180388"@;@Пахта матоли ёстиқжилди@;@"6302210000"@;@92@;@"13.92.12.113-00001"@;@3 000@;@шт
"606050007704"@;@"312180388"@;@Пахта матоли чойшаб@;@"6302210000"@;@92@;@"13.92.12.111-00001"@;@3 000@;@шт
"606050007703"@;@"312180388"@;@Кўрпа жилд, чойшаб, ёстик жилд  (100% пахта толали мато)@;@"6302210000"@;@93@;@"13.92.12.119-00001"@;@3 000@;@комплект
"606050007702"@;@"312180388"@;@Кўрпа жилди (100% пахта толали мато)@;@"6302210000"@;@93@;@"13.92.12.000-00001"@;@3 000@;@шт
"606050007701"@;@"312180388"@;@Чойшаблар тўплами (чойшаб, ёстиқ жилди, кўрпа жилди, 100% пахта толали мато)@;@"6302210000"@;@94@;@"13.92.12.194-00001"@;@3 000@;@комплект
"613050010201"@;@"303031497"@;@Ҳаво электр узатиш линиялари таянчлари учун темирбетон устунлар. (Стойки железобетонные для опор воздушных линий электропередач)@;@"6810990000"@;@78@;@"23.61.12.121-00001"@;@1 200@;@шт
"609050043602"@;@"200058658"@;@Хужжатлар учун ёғоч шкаф@;@"9403309100"@;@78,31@;@"31.01.12.139-00001"@;@1 000@;@штук
"609050043601"@;@"200058658"@;@Кийимлар учун икки томонлама очиладиган ёғоч шкаф@;@"9403309100"@;@83,32@;@"31.01.12.131-00001"@;@1 000@;@штук
"612050012001"@;@"306005264"@;@ЛДСПдан ясалган мажлислар столи 1800х800х800@;@"9403301900"@;@93,4@;@"31.01.12.110-00003"@;@31 200@;@шт
"609050043101"@;@"200058658"@;@ЛДСП дан тайёрланган ошхона мебеллар тўплами (стол - 3 дона, шкаф - 3 дона)@;@"9403409000"@;@62@;@"31.02.10.140-00002"@;@1 000@;@штук
"609050043301"@;@"200058658"@;@ЛДСП дан тайёрланган офис мебеллар тўплами (рахбар иш столи - 1 дона, қўшимча стол - 1 дона, тумба - 1 дона, шкаф - 1 дона)@;@"9403309900"@;@84,6@;@"31.01.12.190-00014"@;@800@;@комп
"639050066107"@;@"302951532"@;@А4 форматдаги файл папка (100 варақли)@;@"3926100000"@;@83,7@;@"22.29.25.000-00005"@;@1 728 000@;@шт
"639050066106"@;@"302951532"@;@А4 форматдаги файл папка (80 варақли)@;@"3926100000"@;@88,12@;@"22.29.25.000-00005"@;@1 728 000@;@шт
"639050066105"@;@"302951532"@;@А4 форматдаги файл папка (60 варақли)@;@"3926100000"@;@87,57@;@"22.29.25.000-00005"@;@1 728 000@;@шт
"639050066104"@;@"302951532"@;@А4 форматдаги файл папка (40 варақли)@;@"3926100000"@;@86,8@;@"22.29.25.000-00005"@;@1 728 000@;@шт
"639050066103"@;@"302951532"@;@А4 форматдаги файл папка (30 варақли)@;@"3926100000"@;@86,09@;@"22.29.25.000-00005"@;@1 728 000@;@шт
"639050066102"@;@"302951532"@;@А4 форматдаги файл папка (20 варақли)@;@"3926100000"@;@85,01@;@"22.29.25.000-00005"@;@1 728 000@;@шт
"639050066101"@;@"302951532"@;@А4 форматдаги файл папка (10 варақли)@;@"3926100000"@;@81,26@;@"22.29.25.000-00005"@;@1 728 000@;@шт
"639050064210"@;@"207201522"@;@Ярим синтетик трансмиссия мойи  (Трансмиссионное полусинтетическое масло)@;@"2710198200"@;@69,9@;@"19.20.29.120-00001"@;@30 000@;@литр
"609050043501"@;@"200058658"@;@Катталар учун бир ўринли ёғоч каравот, ЛДСП дан тайёрланган, ўлчами 2100х400х900 мм@;@"9403500000"@;@92,94@;@"31.09.12.121-00001"@;@1 500@;@штук
"639050064209"@;@"207201522"@;@Ярим синтетик трансмиссия мойи  (Трансмиссионное полусинтетическое масло)@;@"2710198200"@;@70@;@"19.20.29.120-00001"@;@30 000@;@литр
"639050064208"@;@"207201522"@;@Ярим синтетик трансмиссия мойи  (Трансмиссионное полусинтетическое масло)@;@"2710198200"@;@66@;@"19.20.29.120-00001"@;@30 000@;@литр
"639050064207"@;@"207201522"@;@Ярим синтетик трансмиссия мойи  (Трансмиссионное полусинтетическое масло)@;@"2710198200"@;@76,5@;@"19.20.29.120-00001"@;@30 000@;@литр
"639050064206"@;@"207201522"@;@Ярим синтетик трансмиссия мойи  (Трансмиссионное полусинтетическое масло)@;@"2710198200"@;@71,1@;@"19.20.29.120-00001"@;@30 000@;@литр
"639050064205"@;@"207201522"@;@Ярим синтетик трансмиссия мойи  (Трансмиссионное полусинтетическое масло)@;@"2710198200"@;@55,9@;@"19.20.29.120-00001"@;@30 000@;@литр
"639050064204"@;@"207201522"@;@Ярим синтетик трансмиссия мойи  (Трансмиссионное полусинтетическое масло)@;@"2710198200"@;@60@;@"19.20.29.120-00001"@;@30 000@;@литр
"639050064203"@;@"207201522"@;@Ярим синтетик трансмиссия мойи  (Трансмиссионное полусинтетическое масло)@;@"2710198200"@;@60,1@;@"19.20.29.120-00001"@;@30 000@;@литр
"639050064202"@;@"207201522"@;@Ярим синтетик трансмиссия мойи  (Трансмиссионное полусинтетическое масло)@;@"2710198200"@;@64,7@;@"19.20.29.120-00001"@;@30 000@;@литр
"639050064201"@;@"207201522"@;@Ярим синтетик трансмиссия мойи  (Трансмиссионное полусинтетическое масло)@;@"2710198200"@;@78,5@;@"19.20.29.120-00001"@;@30 000@;@литр
"610050029208"@;@"311564724"@;@Бир ўриндиқли ўқувчилар столи@;@"9403301900"@;@34,89@;@"31.01.12.122-00005"@;@2 100@;@шт
"606050008101"@;@"312813800"@;@Пахта матоли чойшаб тўплами (чойшаб, курпа-тушак жилди, ёстик жилд)@;@"6302210000"@;@99@;@"13.92.12.194-00001"@;@1 800@;@комплект
"626050006101"@;@"310547358"@;@Асфальтбетон махсулотлар учун минерал кукун@;@"2517490000"@;@100@;@"08.12.12.120-00001"@;@8 640 000@;@кг
"610050029207"@;@"311564724"@;@Икки ўриндиқли ўқувчилар столи@;@"9403301900"@;@30,38@;@"31.01.12.122-00002"@;@2 100@;@шт
"610050029206"@;@"311564724"@;@Мактабгача муассасалар учун болалар столи@;@"9403301900"@;@33,77@;@"31.01.12.121-00001"@;@4 500@;@шт
"610050029205"@;@"311564724"@;@Офис столи@;@"9403301900"@;@32,71@;@"31.01.12.110-00002"@;@1 800@;@шт
"610050029204"@;@"311564724"@;@Журнал столи@;@"9403301900"@;@35,99@;@"31.09.12.132-00001"@;@2 700@;@шт
"610050029203"@;@"311564724"@;@Компьютер столи@;@"9403301900"@;@39,19@;@"31.01.12.110-00004"@;@2 100@;@шт
"610050029202"@;@"311564724"@;@Икки тумбали стол@;@"9403301900"@;@41,66@;@"31.01.10.000-00001"@;@2 100@;@шт
"610050029201"@;@"311564724"@;@Бир тумбали стол@;@"9403301900"@;@42,21@;@"31.01.10.000-00001"@;@2 700@;@шт
"610050029301"@;@"312266209"@;@Бўз матосидан тўшак (матрас)@;@"9404299000"@;@30,33@;@"31.03.10.000-00001"@;@18 000@;@штук
"605050010501"@;@"304962969"@;@Orqa panelli chilangarik verstagi (Верстак слесарный с задним экраном)@;@"9403208009"@;@89@;@"31.09.11.190-00003"@;@100@;@шт
"636050007201"@;@"301900184"@;@ПЭТ идишларга қадокланган мева таъмли чой салқин ичимлиги@;@"2202999509"@;@70@;@"11.07.19.190-00001"@;@1 560 000@;@шт
"614050010102"@;@"312784878"@;@Раковина ости тумбаси, ЛДСП 18 мм, ўлчами 450600750 мм, ЛДСП каркас@;@"9403409000"@;@32,89@;@"31.02.10.190-00002"@;@5 760@;@шт
"628050016301"@;@"200847388"@;@O'tga chidamli вoshlash aralashmasi@;@"3816000000"@;@100@;@"23.20.13.120-00001"@;@1 200@;@т
"609050008501"@;@"312297043"@;@Пластик профил дераза роми, ўлчами 180х120 см@;@"3925200000"@;@5,43@;@"22.23.14.120-00001"@;@7 776@;@кв.метр
"609050008402"@;@"312297043"@;@Алюмин профил дераза роми, ўлчами 180х130 см@;@"7610100000"@;@5,34@;@"25.12.10.000-00004"@;@8 424@;@кв.метр
"609050008401"@;@"312297043"@;@Алюмин профил эшик, ўлчами 240х120 см@;@"7610100000"@;@4,14@;@"25.12.10.000-00005"@;@7 257,6@;@кв.метр
"607050007002"@;@"201732174"@;@Пишган ғишт (25*12*6,5) см@;@"6904100000"@;@100@;@"23.61.11.131-00006"@;@2 000 000@;@штук
"607050007001"@;@"201732174"@;@Пишган ғишт (25*12*8,8) см@;@"6904100000"@;@100@;@"23.61.11.131-00006"@;@1 500 000@;@штук
"611050007001"@;@"304731116"@;@Гул босилган пахта матосидан тикилган чойшаблар тўплами (чойшаб, кўрпа жилди ва ёстиқ жилди)@;@"6302210000"@;@100@;@"13.92.12.194-00001"@;@86 400@;@комплект
"611050006902"@;@"304731116"@;@Страйп-сатин пахта матосидан тикилган бир хил рангли чойшаблар тўплами (чойшаб, кўрпа жилди ва ёстиқ жилди)@;@"6302310009"@;@100@;@"13.92.12.194-00001"@;@86 400@;@комплект
"611050006901"@;@"304731116"@;@Пахта матосидан тикилган бир хил рангли чойшаблар тўплами (чойшаб, кўрпа жилди ва ёстиқ жилди)@;@"6302310009"@;@100@;@"13.92.12.194-00001"@;@86 400@;@комплект
"609050043401"@;@"200058658"@;@Кутубхоналар учун икки томонлама беш токчали ёғоч стеллаж, ўлчами 1800х1500х400 мм@;@"9403309900"@;@85,9@;@"31.09.13.190-00001"@;@500@;@штук
"639050054901"@;@"312076365"@;@Гайка M14@;@"7318163008"@;@35,28@;@"25.94.11.130-00001"@;@60 000@;@кг
"610050029503"@;@"312266209"@;@Бўз матоли кўрпа@;@"9404400009"@;@30,71@;@"13.92.11.110-00001"@;@15 000@;@штук
"610050029502"@;@"312266209"@;@Бўз матоли ёстиқ@;@"9404400009"@;@30,91@;@"13.92.24.140-00001"@;@21 000@;@штук
"607050006903"@;@"309248206"@;@Гледичия кўчати@;@"0602904800"@;@100@;@"02.10.11.242-00005"@;@100 000@;@штук
"607050006902"@;@"309248206"@;@Чинор кўчати@;@"0602904800"@;@100@;@"02.10.11.242-00004"@;@100 000@;@штук
"607050006901"@;@"309248206"@;@Каталпа кўчати@;@"0602904800"@;@100@;@"02.10.11.222-00008"@;@100 000@;@штук
"607050006802"@;@"309248206"@;@Туя арча кўчати@;@"0602904700"@;@100@;@"02.10.11.212-00001"@;@100 000@;@штук
"607050006801"@;@"309248206"@;@Можжевелник кўчати@;@"0602904700"@;@100@;@"02.10.11.212-00003"@;@100 000@;@штук
"607050006703"@;@"309248206"@;@Оддий шумтол кўчати@;@"0602904100"@;@100@;@"02.10.11.252-00005"@;@100 000@;@штук
"607050006702"@;@"309248206"@;@Клен кўчати@;@"0602904100"@;@100@;@"02.10.11.222-00010"@;@100 000@;@штук
"607050006701"@;@"309248206"@;@Қайрағоч кўчати@;@"0602904100"@;@100@;@"02.10.11.200-00007"@;@100 000@;@штук
"607050006501"@;@"309815085"@;@Mатрац пахтали (улчами 80х200см)@;@"9404299000"@;@89,66@;@"13.92.24.190-00001"@;@11 880@;@шт.
"607050006401"@;@"309815085"@;@Чойшаблар жамланмаси (чойшаб 150х200см, ёстиқ жилди 65х65см, курпа жилди 150х200см) 100% пахта матосидан тайёрланган гул босилган@;@"6302210000"@;@76,44@;@"13.92.12.194-00001"@;@10 080@;@комплект
"510050086912"@;@"306955935"@;@Сирен  кўчати@;@"0602904800"@;@100@;@"02.10.11.222-00006"@;@500@;@шт
